Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
Dorna03.Agitador_MV,"USER (1000,0,1)",Boolean,1,RO,100,,,,,,,,,,Status do agitador,
Dorna03.AlarmeNivelAlto,"USER (1000,0,1)",Boolean,1,RO,100,,,,,,,,,,Alarme de nível alto,
Dorna03.AlarmeTempAlta,"USER (1000,0,0)",Boolean,1,RO,100,,,,,,,,,,Alarme de temperatura alta,
Dorna03.Brix_PV,"RANDOM (1000, 0.0, 17.817344)",Float,1,RO,100,,,,,,,,,,Concentração de açúcar (°Brix),
Dorna03.CO2_PV,"RANDOM (1000, 0.0, 10.72491)",Float,1,RO,100,,,,,,,,,,Liberação de CO2 (kg/h),
Dorna03.DosagemLevedura_MV,"RANDOM (2000, 0.0, 10.874591)",Float,1,RO,100,,,,,,,,,,Controle da dosagem de levedura (%),
Dorna03.DosagemNutriente_MV,"RANDOM (2000, 0.0, 14.278304)",Float,1,RO,100,,,,,,,,,,Controle da dosagem de nutrientes (%),
Dorna03.Etanol_PV,"RANDOM (1000, 0.0, 16.552904)",Float,1,RO,100,,,,,,,,,,Concentração de etanol (%),
Dorna03.Etanol_SP,"RANDOM (1000, 12.260509, 12.75311)",Float,1,RO,100,,,,,,,,,,Meta de etanol (%),
Dorna03.Misturador_MV,"USER (1000,0,1)",Boolean,1,RO,100,,,,,,,,,,Misturador de ingredientes,
Dorna03.Nivel_SP,"RANDOM (1000, 77.372897, 84.706087)",Float,1,RO,100,,,,,,,,,,Setpoint de nível da dorna (%),
Dorna03.NivelDorna_PV,"RANDOM (1000, 0.0, 103.036321)",Float,1,RO,100,,,,,,,,,,Nível da dorna (%),
Dorna03.pH_PV,"RANDOM (1000, 3.203942, 6.774079)",Float,1,RO,100,,,,,,,,,,pH da fermentação,
Dorna03.Pressao_PV,"RANDOM (1000, 0.90107, 1.573458)",Float,1,RO,100,,,,,,,,,,Pressão interna (bar),
Dorna03.Pressao_SP,"RANDOM (1000, 1.000134, 1.291676)",Float,1,RO,100,,,,,,,,,,Setpoint de pressão (bar),
Dorna03.Resfriamento_MV,"RANDOM (1000, 0.0, 90.755078)",Float,1,RO,100,,,,,,,,,,Controle de resfriamento (%),
Dorna03.Status_Fermentacao,"USER (1000,1,1)",Boolean,1,RO,100,,,,,,,,,,Status da fermentação,
Dorna03.TempEntradaMosto_PV,"RANDOM (1000, 23.347568, 29.021628)",Float,1,RO,100,,,,,,,,,,Temperatura do mosto na entrada,
Dorna03.Temperatura_PV,"RANDOM (1000, 29.091071, 35.545644)",Float,1,RO,100,,,,,,,,,,Temperatura da dorna (°C),
Dorna03.Temperatura_SP,"RANDOM (1000, 32.921395, 33.078125)",Float,1,RO,100,,,,,,,,,,Setpoint de temperatura (°C),
Dorna03.TempSaidaVinho_PV,"RANDOM (1000, 28.374982, 30.792239)",Float,1,RO,100,,,,,,,,,,Temperatura do vinho na saída,
Dorna03.Valvula_Entrada_MV,"USER (1000,0,1)",Boolean,1,RO,100,,,,,,,,,,Estado da válvula de entrada,
Dorna03.Valvula_Excesso_MV,"USER (1000,1,0)",Boolean,1,RO,100,,,,,,,,,,Válvula de excesso da dorna,
Dorna03.Valvula_Saida_MV,"USER (1000,0,0)",Boolean,1,RO,100,,,,,,,,,,Estado da válvula de saída,
Dorna03.VazaoAgua_PV,"RANDOM (1000, 0.0, 14.674565)",Float,1,RO,100,,,,,,,,,,Vazão de água (L/min),
Dorna03.VazaoLevedura_PV,"RANDOM (1000, 0.0, 4.986011)",Float,1,RO,100,,,,,,,,,,Vazão de levedura (L/min),
Dorna03.VazaoMosto_PV,"RANDOM (1000, 0.0, 49.322287)",Float,1,RO,100,,,,,,,,,,Vazão do mosto (L/min),
Dorna03.VinhoPronto,"USER (1000,1,0)",Boolean,1,RO,100,,,,,,,,,,Indica se o vinho está pronto,
Dorna03.Volume_PV,"RANDOM (1000, 484.551486, 749.530874)",Float,1,RO,100,,,,,,,,,,Volume da dorna (litros),
